"False","Botanist","01:00","コールマターG4","モードゥナ (31,14)","1段目",""
"False","Botanist","01:00","ライトニングクラスター","モードゥナ (31,14)","2段目",""
"False","Botanist","01:00","ファイアクラスター","モードゥナ (31,14)","3段目",""
"False","Botanist","01:00","ウィンドクラスター","モードゥナ (31,14)","4段目",""
"False","Botanist","01:00","ウォータークラスター","モードゥナ (31,14)","5段目",""
"False","Botanist","01:00","アイスクラスター","モードゥナ (31,14)","6段目",""
"False","Botanist","01:00","アースクラスター","モードゥナ (31,14)","7段目",""
"False","Botanist","01:00","無属性クリスタル","モードゥナ (31,14)","8段目",""
"False","Botanist","01:00","生マユ","東部森林 (21,26)","4段目",""
"False","Botanist","02:00","ティノルカ茶葉","中央森林 (15,21)","6段目",""
"False","Botanist","02:00","黒衣香木","南部森林 (18,23)","6段目",""
"False","Botanist","03:00","緋樹液","北部森林 (15,26)","4段目",""
"False","Botanist","04:00","エボニー原木","中央ラノシア (25,25)","6段目",""
"False","Botanist","05:00","コールマターG4","モードゥナ (31,14)","1段目",""
"False","Botanist","05:00","ライトニングクラスター","モードゥナ (31,14)","2段目",""
"False","Botanist","05:00","ファイアクラスター","モードゥナ (31,14)","3段目",""
"False","Botanist","05:00","ウィンドクラスター","モードゥナ (31,14)","4段目",""
"False","Botanist","05:00","ウォータークラスター","モードゥナ (31,14)","5段目",""
"False","Botanist","05:00","アイスクラスター","モードゥナ (31,14)","6段目",""
"False","Botanist","05:00","アースクラスター","モードゥナ (31,14)","7段目",""
"False","Botanist","05:00","無属性クリスタル","モードゥナ (31,14)","8段目",""
"False","Botanist","05:00","ハニーレモンの種","東ラノシア (26,32)","1段目",""
"False","Botanist","05:00","ハニーレモン","東ラノシア (26,32)","2段目",""
"False","Botanist","05:00","トリリウム","東部森林 (19,17)","1段目",""
"False","Botanist","06:00","高級黒衣香木","中央森林 (30,19)","6段目",""
"False","Botanist","06:00","ソフトスピナッチ","低地ラノシア (31,13)","6段目",""
"False","Botanist","07:00","ブラッドオレンジ","高地ラノシア (28,25)","2段目",""
"False","Botanist","07:00","バンブー材","高地ラノシア (28,25)","6段目",""
"False","Botanist","08:00","水鳥の羽根(ランダム)","西ラノシア (33,27)","?段目",""
"False","Botanist","08:00","ラノシアリーキ","西ラノシア (33,27)","6段目",""
"False","Botanist","09:00","スプルース原木","クルザス中央高地 (31,14)","6段目",""
"False","Botanist","09:00","コールマターG4","モードゥナ (31,14)","1段目",""
"False","Botanist","09:00","ライトニングクラスター","モードゥナ (31,14)","2段目",""
"False","Botanist","09:00","ファイアクラスター","モードゥナ (31,14)","3段目",""
"False","Botanist","09:00","ウィンドクラスター","モードゥナ (31,14)","4段目",""
"False","Botanist","09:00","ウォータークラスター","モードゥナ (31,14)","5段目",""
"False","Botanist","09:00","アイスクラスター","モードゥナ (31,14)","6段目",""
"False","Botanist","09:00","アースクラスター","モードゥナ (31,14)","7段目",""
"False","Botanist","09:00","無属性クリスタル","モードゥナ (31,14)","8段目",""
"False","Botanist","09:00","アプリコット","中央ラノシア (17,16)","2段目",""
"False","Botanist","09:00","パイナップルの種","東ラノシア (31,26)","1段目",""
"False","Botanist","09:00","パイナップル","東ラノシア (31,26)","4段目",""
"False","Botanist","10:00","サイプレス原木","中央森林 (24,31)","6段目",""
"False","Botanist","13:00","ヴァンパイアプラント","クルザス中央高地 (27,23)","8段目",""
"False","Botanist","13:00","マズラヤの野草","東ザナラーン (12,16)","2段目",""
"False","Botanist","13:00","ブラックトリュフ","東ザナラーン (12,16)","7段目",""
"False","Botanist","13:00","ゼーメルトマトの種","東ラノシア (17,28)","1段目",""
"False","Botanist","13:00","ゼーメルトマト","東ラノシア (17,28)","3段目",""
"False","Botanist","17:00","サベネアミスルトゥ","クルザス中央高地 (7,11)","2段目",""
"False","Botanist","17:00","ローズマリー","東部森林 (22,30)","1段目",""
"False","Botanist","21:00","ミニマンドラゴラ","東部森林 (12,24)","7段目",""
"False","Botanist","21:00","トリリウムの球根","東部森林 (12,24)","8段目",""
